repo,owner,name,treatment,repetition,order_index,timestamp,status_code,ok,elapsed_ms,size_bytes,error
f/prompts.chat,f,prompts.chat,GraphQL,2,818,2026-06-26T15:45:14.253786+00:00,200,True,806.4825999999812,512,
iptv-org/iptv,iptv-org,iptv,REST,1,819,2026-06-26T15:45:15.404118+00:00,200,True,842.0308999998269,6197,
torvalds/linux,torvalds,linux,REST,1,820,2026-06-26T15:45:16.632518+00:00,200,True,813.6810999999398,5057,
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,REST,4,821,2026-06-26T15:45:17.865123+00:00,200,True,769.0205999997488,6168,
firecrawl/firecrawl,firecrawl,firecrawl,REST,3,822,2026-06-26T15:45:19.183821+00:00,200,True,825.1806000002944,6644,
trekhleb/javascript-algorithms,trekhleb,javascript-algorithms,GraphQL,1,823,2026-06-26T15:45:20.257172+00:00,200,True,840.9906999995655,484,
Snailclimb/JavaGuide,Snailclimb,JavaGuide,REST,2,824,2026-06-26T15:45:21.457167+00:00,200,True,803.2287000000906,5673,
ollama/ollama,ollama,ollama,GraphQL,4,825,2026-06-26T15:45:22.650552+00:00,200,True,806.5885999999409,449,
CyC2018/CS-Notes,CyC2018,CS-Notes,GraphQL,3,826,2026-06-26T15:45:23.841742+00:00,200,True,851.768600000014,432,
massgravel/Microsoft-Activation-Scripts,massgravel,Microsoft-Activation-Scripts,REST,1,827,2026-06-26T15:45:24.871351+00:00,200,True,809.6452999998291,7601,
nilbuild/developer-roadmap,nilbuild,developer-roadmap,REST,2,828,2026-06-26T15:45:25.967175+00:00,200,True,773.6548000002585,6002,
open-webui/open-webui,open-webui,open-webui,GraphQL,3,829,2026-06-26T15:45:27.345101+00:00,200,True,936.598000000231,414,
codecrafters-io/build-your-own-x,codecrafters-io,build-your-own-x,REST,4,830,2026-06-26T15:45:28.452557+00:00,200,True,814.7976000000199,7103,
rust-lang/rust,rust-lang,rust,REST,2,831,2026-06-26T15:45:29.692572+00:00,200,True,873.6198999999942,6242,
mattpocock/skills,mattpocock,skills,REST,3,832,2026-06-26T15:45:30.732281+00:00,200,True,761.9171999999708,5278,
mrdoob/three.js,mrdoob,three.js,REST,4,833,2026-06-26T15:45:31.948075+00:00,200,True,785.314699999617,5248,
ytdl-org/youtube-dl,ytdl-org,youtube-dl,REST,1,834,2026-06-26T15:45:33.073450+00:00,200,True,879.6884000003047,6437,
mrdoob/three.js,mrdoob,three.js,GraphQL,1,835,2026-06-26T15:45:34.196235+00:00,200,True,856.0433000002377,379,
jlevy/the-art-of-command-line,jlevy,the-art-of-command-line,REST,1,836,2026-06-26T15:45:35.347789+00:00,200,True,776.055599999836,5666,
ytdl-org/youtube-dl,ytdl-org,youtube-dl,GraphQL,4,837,2026-06-26T15:45:36.440395+00:00,200,True,784.4860999998673,441,
getify/You-Dont-Know-JS,getify,You-Dont-Know-JS,REST,2,838,2026-06-26T15:45:37.659284+00:00,200,True,802.1157000002859,5678,
nodejs/node,nodejs,node,REST,4,839,2026-06-26T15:45:38.675188+00:00,200,True,803.1854999999268,6015,
labuladong/fucking-algorithm,labuladong,fucking-algorithm,GraphQL,5,840,2026-06-26T15:45:40.095488+00:00,200,True,941.2778000000799,395,
farion1231/cc-switch,farion1231,cc-switch,GraphQL,4,841,2026-06-26T15:45:41.402410+00:00,200,True,974.4967999999972,507,
microsoft/PowerToys,microsoft,PowerToys,REST,4,842,2026-06-26T15:45:42.735831+00:00,200,True,843.2520999999724,6782,
jwasham/coding-interview-university,jwasham,coding-interview-university,REST,1,843,2026-06-26T15:45:43.969376+00:00,200,True,787.6630999999179,6337,
AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,stable-diffusion-webui,GraphQL,3,844,2026-06-26T15:45:45.107783+00:00,200,True,837.3259999998481,428,
rustdesk/rustdesk,rustdesk,rustdesk,REST,5,845,2026-06-26T15:45:46.315851+00:00,200,True,797.4573999999848,5552,
jlevy/the-art-of-command-line,jlevy,the-art-of-command-line,GraphQL,4,846,2026-06-26T15:45:47.398978+00:00,200,True,844.0092999999251,375,
sindresorhus/awesome,sindresorhus,awesome,GraphQL,4,847,2026-06-26T15:45:48.811174+00:00,200,True,1057.9938000000766,426,
ggml-org/llama.cpp,ggml-org,llama.cpp,REST,4,848,2026-06-26T15:45:49.937713+00:00,200,True,864.9772999997367,6249,
CyC2018/CS-Notes,CyC2018,CS-Notes,GraphQL,2,849,2026-06-26T15:45:51.102647+00:00,200,True,843.5921999998754,432,
rustdesk/rustdesk,rustdesk,rustdesk,GraphQL,3,850,2026-06-26T15:45:52.315845+00:00,200,True,883.9334999997845,482,
microsoft/TypeScript,microsoft,TypeScript,GraphQL,2,851,2026-06-26T15:45:53.663997+00:00,200,True,930.8858999997938,451,
kubernetes/kubernetes,kubernetes,kubernetes,REST,2,852,2026-06-26T15:45:54.877702+00:00,200,True,868.6486000001423,6578,
react/react-native,react,react-native,GraphQL,5,853,2026-06-26T15:45:56.133191+00:00,200,True,828.6870000001727,410,
godotengine/godot,godotengine,godot,GraphQL,3,854,2026-06-26T15:45:57.343217+00:00,200,True,855.1219999999375,410,
torvalds/linux,torvalds,linux,REST,4,855,2026-06-26T15:45:58.401631+00:00,200,True,802.2633000000496,5057,
ossu/computer-science,ossu,computer-science,REST,3,856,2026-06-26T15:45:59.535590+00:00,200,True,811.2215000001015,6432,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,GraphQL,2,857,2026-06-26T15:46:00.821012+00:00,200,True,892.7754999999706,406,
vinta/awesome-python,vinta,awesome-python,GraphQL,4,858,2026-06-26T15:46:02.160970+00:00,200,True,883.2628000000113,426,
multica-ai/andrej-karpathy-skills,multica-ai,andrej-karpathy-skills,GraphQL,4,859,2026-06-26T15:46:03.468953+00:00,200,True,849.6876000003795,463,
msitarzewski/agency-agents,msitarzewski,agency-agents,REST,3,860,2026-06-26T15:46:04.899133+00:00,200,True,933.5743999999977,5840,
excalidraw/excalidraw,excalidraw,excalidraw,GraphQL,1,861,2026-06-26T15:46:06.109250+00:00,200,True,919.6361999997862,423,
DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,REST,1,862,2026-06-26T15:46:07.228612+00:00,200,True,863.8614999999845,6844,
langgenius/dify,langgenius,dify,REST,2,863,2026-06-26T15:46:08.513773+00:00,200,True,875.6699000000481,6369,
DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,GraphQL,2,864,2026-06-26T15:46:09.668072+00:00,200,True,868.3015999999952,433,
langflow-ai/langflow,langflow-ai,langflow,REST,1,865,2026-06-26T15:46:10.892173+00:00,200,True,854.2517999999291,6587,
garrytan/gstack,garrytan,gstack,GraphQL,1,866,2026-06-26T15:46:11.996934+00:00,200,True,808.7920000002669,498,
kubernetes/kubernetes,kubernetes,kubernetes,GraphQL,1,867,2026-06-26T15:46:13.240951+00:00,200,True,892.0894999996563,418,
tauri-apps/tauri,tauri-apps,tauri,REST,5,868,2026-06-26T15:46:14.360036+00:00,200,True,834.8156000001836,6440,
ripienaar/free-for-dev,ripienaar,free-for-dev,REST,5,869,2026-06-26T15:46:15.551088+00:00,200,True,874.4698999998946,5457,
anomalyco/opencode,anomalyco,opencode,REST,2,870,2026-06-26T15:46:16.901972+00:00,200,True,866.6296999999759,6317,
codecrafters-io/build-your-own-x,codecrafters-io,build-your-own-x,GraphQL,5,871,2026-06-26T15:46:18.170074+00:00,200,True,921.0963999998967,430,
vuejs/vue,vuejs,vue,GraphQL,1,872,2026-06-26T15:46:19.436502+00:00,200,True,941.0563999999795,426,
yangshun/tech-interview-handbook,yangshun,tech-interview-handbook,REST,4,873,2026-06-26T15:46:20.587328+00:00,200,True,900.9120000000621,6194,
d3/d3,d3,d3,REST,3,874,2026-06-26T15:46:21.646352+00:00,200,True,854.655399999956,5705,
AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,stable-diffusion-webui,REST,5,875,2026-06-26T15:46:22.819586+00:00,200,True,845.1958999999079,6325,
anthropics/claude-code,anthropics,claude-code,GraphQL,1,876,2026-06-26T15:46:24.191660+00:00,200,True,870.2390000003106,583,
msitarzewski/agency-agents,msitarzewski,agency-agents,GraphQL,5,877,2026-06-26T15:46:25.334826+00:00,200,True,895.3417000002446,585,
shadcn-ui/ui,shadcn-ui,ui,REST,1,878,2026-06-26T15:46:26.401866+00:00,200,True,836.0013000001345,6240,
DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,REST,4,879,2026-06-26T15:46:27.649784+00:00,200,True,844.8390000003201,6844,
tensorflow/tensorflow,tensorflow,tensorflow,GraphQL,3,880,2026-06-26T15:46:28.855520+00:00,200,True,855.8341999996628,420,
tensorflow/tensorflow,tensorflow,tensorflow,GraphQL,1,881,2026-06-26T15:46:29.991660+00:00,200,True,860.3428999999778,420,
jlevy/the-art-of-command-line,jlevy,the-art-of-command-line,REST,4,882,2026-06-26T15:46:31.290814+00:00,200,True,833.6285000000316,5666,
Hack-with-Github/Awesome-Hacking,Hack-with-Github,Awesome-Hacking,REST,2,883,2026-06-26T15:46:32.336397+00:00,200,True,820.5787000001692,7310,
iptv-org/iptv,iptv-org,iptv,REST,2,884,2026-06-26T15:46:33.617315+00:00,200,True,825.6556000001183,6197,
freeCodeCamp/freeCodeCamp,freeCodeCamp,freeCodeCamp,GraphQL,3,885,2026-06-26T15:46:35.059701+00:00,200,True,1019.5433999997476,510,
avelino/awesome-go,avelino,awesome-go,REST,2,886,2026-06-26T15:46:36.098576+00:00,200,True,762.5809000001027,5378,
torvalds/linux,torvalds,linux,GraphQL,3,887,2026-06-26T15:46:37.330042+00:00,200,True,837.3559000001478,366,
microsoft/PowerToys,microsoft,PowerToys,REST,5,888,2026-06-26T15:46:38.710535+00:00,200,True,910.7088999999178,6782,
airbnb/javascript,airbnb,javascript,GraphQL,4,889,2026-06-26T15:46:39.816162+00:00,200,True,830.3282000001673,384,
multica-ai/andrej-karpathy-skills,multica-ai,andrej-karpathy-skills,REST,5,890,2026-06-26T15:46:40.935217+00:00,200,True,799.512600000071,6910,
mrdoob/three.js,mrdoob,three.js,REST,5,891,2026-06-26T15:46:42.051832+00:00,200,True,814.7436999997808,5248,
practical-tutorials/project-based-learning,practical-tutorials,project-based-learning,REST,3,892,2026-06-26T15:46:43.265482+00:00,200,True,913.5086000001138,7697,
donnemartin/system-design-primer,donnemartin,system-design-primer,GraphQL,1,893,2026-06-26T15:46:44.512470+00:00,200,True,870.9460000000036,472,
papers-we-love/papers-we-love,papers-we-love,papers-we-love,GraphQL,3,894,2026-06-26T15:46:45.791038+00:00,200,True,884.447899999941,409,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,GraphQL,4,895,2026-06-26T15:46:46.852656+00:00,200,True,799.6133000001464,460,
microsoft/vscode,microsoft,vscode,GraphQL,4,896,2026-06-26T15:46:48.013538+00:00,200,True,925.6193999999596,379,
github/gitignore,github,gitignore,GraphQL,5,897,2026-06-26T15:46:49.342371+00:00,200,True,848.862299999837,408,
ultraworkers/claw-code,ultraworkers,claw-code,REST,2,898,2026-06-26T15:46:50.403444+00:00,200,True,786.5008999997372,6604,
axios/axios,axios,axios,GraphQL,3,899,2026-06-26T15:46:51.506655+00:00,200,True,813.5485000002518,406,
firecrawl/firecrawl,firecrawl,firecrawl,GraphQL,5,900,2026-06-26T15:46:52.680489+00:00,200,True,787.36919999983,453,
microsoft/generative-ai-for-beginners,microsoft,generative-ai-for-beginners,GraphQL,1,901,2026-06-26T15:46:53.870380+00:00,200,True,902.7498999998897,435,
freeCodeCamp/freeCodeCamp,freeCodeCamp,freeCodeCamp,REST,1,902,2026-06-26T15:46:55.365137+00:00,200,True,1095.5414000000019,7038,
react/react,react,react,REST,2,903,2026-06-26T15:46:56.682527+00:00,200,True,873.7482999999884,6013,
microsoft/PowerToys,microsoft,PowerToys,GraphQL,5,904,2026-06-26T15:46:58.073437+00:00,200,True,925.7743999996819,460,
axios/axios,axios,axios,REST,4,905,2026-06-26T15:46:59.390002+00:00,200,True,851.4200999998138,6023,
garrytan/gstack,garrytan,gstack,GraphQL,4,906,2026-06-26T15:47:00.603676+00:00,200,True,895.9399000000303,498,
x1xhlol/system-prompts-and-models-of-ai-tools,x1xhlol,system-prompts-and-models-of-ai-tools,GraphQL,2,907,2026-06-26T15:47:01.725257+00:00,200,True,845.6276000001708,718,
freeCodeCamp/freeCodeCamp,freeCodeCamp,freeCodeCamp,GraphQL,1,908,2026-06-26T15:47:02.944883+00:00,200,True,847.8547999998227,510,
iptv-org/iptv,iptv-org,iptv,GraphQL,3,909,2026-06-26T15:47:04.044927+00:00,200,True,825.4189000003862,428,
multica-ai/andrej-karpathy-skills,multica-ai,andrej-karpathy-skills,GraphQL,3,910,2026-06-26T15:47:05.184877+00:00,200,True,850.163000000066,463,
rustdesk/rustdesk,rustdesk,rustdesk,REST,2,911,2026-06-26T15:47:06.159379+00:00,200,True,751.7102000001614,5552,
langflow-ai/langflow,langflow-ai,langflow,REST,3,912,2026-06-26T15:47:07.419387+00:00,200,True,838.7944000000971,6587,
donnemartin/system-design-primer,donnemartin,system-design-primer,REST,2,913,2026-06-26T15:47:08.467991+00:00,200,True,794.0923999999541,6148,
tauri-apps/tauri,tauri-apps,tauri,GraphQL,2,914,2026-06-26T15:47:09.523885+00:00,200,True,787.1380000001409,449,
multica-ai/andrej-karpathy-skills,multica-ai,andrej-karpathy-skills,REST,2,915,2026-06-26T15:47:10.521426+00:00,200,True,785.6747000000723,6910,
affaan-m/ECC,affaan-m,ECC,REST,5,916,2026-06-26T15:47:11.562879+00:00,200,True,749.0264999996725,5239,
trekhleb/javascript-algorithms,trekhleb,javascript-algorithms,GraphQL,2,917,2026-06-26T15:47:12.840981+00:00,200,True,823.4636000001956,484,
rustdesk/rustdesk,rustdesk,rustdesk,REST,4,918,2026-06-26T15:47:13.892477+00:00,200,True,789.7462000000814,5552,
yt-dlp/yt-dlp,yt-dlp,yt-dlp,GraphQL,4,919,2026-06-26T15:47:14.966736+00:00,200,True,815.097600000172,406,
langflow-ai/langflow,langflow-ai,langflow,REST,5,920,2026-06-26T15:47:16.086833+00:00,200,True,831.2983000000713,6587,
ossu/computer-science,ossu,computer-science,REST,4,921,2026-06-26T15:47:17.291882+00:00,200,True,811.3109000000804,6432,
2dust/v2rayN,2dust,v2rayN,REST,5,922,2026-06-26T15:47:18.243811+00:00,200,True,719.7409000000334,5175,
jackfrued/Python-100-Days,jackfrued,Python-100-Days,GraphQL,3,923,2026-06-26T15:47:19.410895+00:00,200,True,801.8427000001793,391,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,REST,2,924,2026-06-26T15:47:20.440826+00:00,200,True,764.0189999997347,6152,
multica-ai/andrej-karpathy-skills,multica-ai,andrej-karpathy-skills,REST,3,925,2026-06-26T15:47:21.638286+00:00,200,True,802.064099999825,6910,
massgravel/Microsoft-Activation-Scripts,massgravel,Microsoft-Activation-Scripts,GraphQL,3,926,2026-06-26T15:47:22.860919+00:00,200,True,870.353299999806,545,
labuladong/fucking-algorithm,labuladong,fucking-algorithm,REST,5,927,2026-06-26T15:47:24.138130+00:00,200,True,782.1467000003395,5806,
fatedier/frp,fatedier,frp,REST,4,928,2026-06-26T15:47:25.393123+00:00,200,True,802.3706999997557,5187,
NousResearch/hermes-agent,NousResearch,hermes-agent,REST,5,929,2026-06-26T15:47:26.672894+00:00,200,True,812.8418000001147,6841,
vercel/next.js,vercel,next.js,GraphQL,5,930,2026-06-26T15:47:27.903799+00:00,200,True,907.2550999999294,379,
ultraworkers/claw-code,ultraworkers,claw-code,GraphQL,1,931,2026-06-26T15:47:28.970067+00:00,200,True,804.5993000000635,489,
obra/superpowers,obra,superpowers,GraphQL,5,932,2026-06-26T15:47:30.271552+00:00,200,True,854.8055999999633,427,
n8n-io/n8n,n8n-io,n8n,GraphQL,1,933,2026-06-26T15:47:31.412095+00:00,200,True,828.7475000001905,497,
Genymobile/scrcpy,Genymobile,scrcpy,GraphQL,3,934,2026-06-26T15:47:32.799613+00:00,200,True,886.5644000002249,400,
papers-we-love/papers-we-love,papers-we-love,papers-we-love,REST,2,935,2026-06-26T15:47:33.813647+00:00,200,True,810.1188999999067,6923,
microsoft/generative-ai-for-beginners,microsoft,generative-ai-for-beginners,GraphQL,4,936,2026-06-26T15:47:35.081874+00:00,200,True,844.9218999999175,435,
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,REST,4,937,2026-06-26T15:47:36.135271+00:00,200,True,746.1232000000564,6152,
vinta/awesome-python,vinta,awesome-python,GraphQL,2,938,2026-06-26T15:47:37.338148+00:00,200,True,819.2156000000068,426,
microsoft/PowerToys,microsoft,PowerToys,GraphQL,4,939,2026-06-26T15:47:38.612007+00:00,200,True,829.8518999999942,460,
microsoft/vscode,microsoft,vscode,REST,3,940,2026-06-26T15:47:39.904492+00:00,200,True,870.0539000001299,6495,
denoland/deno,denoland,deno,REST,5,941,2026-06-26T15:47:41.218679+00:00,200,True,836.3660999998501,6139,
vinta/awesome-python,vinta,awesome-python,GraphQL,1,942,2026-06-26T15:47:42.415454+00:00,200,True,863.4731000001921,426,
microsoft/markitdown,microsoft,markitdown,REST,2,943,2026-06-26T15:47:43.708025+00:00,200,True,812.4072000000524,6556,
ripienaar/free-for-dev,ripienaar,free-for-dev,REST,4,944,2026-06-26T15:47:44.768986+00:00,200,True,793.4902000001784,5457,
kubernetes/kubernetes,kubernetes,kubernetes,REST,3,945,2026-06-26T15:47:45.877814+00:00,200,True,864.0738000003694,6578,
practical-tutorials/project-based-learning,practical-tutorials,project-based-learning,GraphQL,2,946,2026-06-26T15:47:47.123420+00:00,200,True,837.2571999998399,409,
kubernetes/kubernetes,kubernetes,kubernetes,REST,4,947,2026-06-26T15:47:48.325449+00:00,200,True,836.975799999891,6578,
open-webui/open-webui,open-webui,open-webui,REST,3,948,2026-06-26T15:47:49.601755+00:00,200,True,806.9288000001507,6568,
ggml-org/llama.cpp,ggml-org,llama.cpp,REST,1,949,2026-06-26T15:47:50.617607+00:00,200,True,792.024400000173,6249,
donnemartin/system-design-primer,donnemartin,system-design-primer,GraphQL,5,950,2026-06-26T15:47:51.804479+00:00,200,True,904.9586999999519,472,
twbs/bootstrap,twbs,bootstrap,GraphQL,5,951,2026-06-26T15:47:53.200995+00:00,200,True,923.2359000002361,463,
papers-we-love/papers-we-love,papers-we-love,papers-we-love,GraphQL,5,952,2026-06-26T15:47:54.367616+00:00,200,True,872.7030999998533,409,
github/gitignore,github,gitignore,REST,5,953,2026-06-26T15:47:55.650781+00:00,200,True,944.3530999997165,6440,
obra/superpowers,obra,superpowers,GraphQL,1,954,2026-06-26T15:47:56.905546+00:00,200,True,876.6309000002366,427,
x1xhlol/system-prompts-and-models-of-ai-tools,x1xhlol,system-prompts-and-models-of-ai-tools,REST,1,955,2026-06-26T15:47:58.137364+00:00,200,True,771.6493999996601,6958,
mrdoob/three.js,mrdoob,three.js,GraphQL,5,956,2026-06-26T15:47:59.232238+00:00,200,True,817.6685999997062,379,
fatedier/frp,fatedier,frp,GraphQL,5,957,2026-06-26T15:48:00.544494+00:00,200,True,846.9844999999623,448,
ossu/computer-science,ossu,computer-science,REST,2,958,2026-06-26T15:48:01.782416+00:00,200,True,847.070000000258,6432,
electron/electron,electron,electron,REST,3,959,2026-06-26T15:48:02.869750+00:00,200,True,870.9004000002096,6542,
ultraworkers/claw-code,ultraworkers,claw-code,REST,3,960,2026-06-26T15:48:03.962682+00:00,200,True,788.9900999998645,6604,
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,GraphQL,2,961,2026-06-26T15:48:04.998793+00:00,200,True,821.3503000001765,446,
clash-verge-rev/clash-verge-rev,clash-verge-rev,clash-verge-rev,REST,4,962,2026-06-26T15:48:06.242576+00:00,200,True,806.3907000000654,7181,
huggingface/transformers,huggingface,transformers,GraphQL,4,963,2026-06-26T15:48:07.625116+00:00,200,True,977.8239000002031,546,
public-apis/public-apis,public-apis,public-apis,GraphQL,5,964,2026-06-26T15:48:08.748863+00:00,200,True,843.1034999998701,393,
react/react-native,react,react-native,GraphQL,3,965,2026-06-26T15:48:09.905279+00:00,200,True,858.3527999999205,410,
TheAlgorithms/Python,TheAlgorithms,Python,REST,5,966,2026-06-26T15:48:11.134179+00:00,200,True,828.245600000173,6733,
x1xhlol/system-prompts-and-models-of-ai-tools,x1xhlol,system-prompts-and-models-of-ai-tools,REST,4,967,2026-06-26T15:48:12.343308+00:00,200,True,843.908399999691,6958,
rust-lang/rust,rust-lang,rust,GraphQL,3,968,2026-06-26T15:48:13.439630+00:00,200,True,886.3651000001482,421,
vinta/awesome-python,vinta,awesome-python,REST,1,969,2026-06-26T15:48:14.470615+00:00,200,True,805.3562000000056,5456,
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,REST,3,970,2026-06-26T15:48:15.438317+00:00,200,True,763.4625999999116,6168,
getify/You-Dont-Know-JS,getify,You-Dont-Know-JS,GraphQL,3,971,2026-06-26T15:48:16.723332+00:00,200,True,874.0869999996903,399,
NousResearch/hermes-agent,NousResearch,hermes-agent,GraphQL,4,972,2026-06-26T15:48:17.825089+00:00,200,True,862.6548999995975,393,
godotengine/godot,godotengine,godot,REST,2,973,2026-06-26T15:48:19.120408+00:00,200,True,821.7061999998805,6457,
godotengine/godot,godotengine,godot,GraphQL,4,974,2026-06-26T15:48:20.399424+00:00,200,True,853.4837000001971,410,
microsoft/generative-ai-for-beginners,microsoft,generative-ai-for-beginners,REST,2,975,2026-06-26T15:48:21.751647+00:00,200,True,919.2550000002484,7520,
codecrafters-io/build-your-own-x,codecrafters-io,build-your-own-x,REST,5,976,2026-06-26T15:48:23.017331+00:00,200,True,827.6040000000648,7103,
justjavac/free-programming-books-zh_CN,justjavac,free-programming-books-zh_CN,GraphQL,5,977,2026-06-26T15:48:24.585897+00:00,200,True,1072.2099999998136,444,
mattpocock/skills,mattpocock,skills,REST,2,978,2026-06-26T15:48:25.631524+00:00,200,True,783.246599999984,5278,
jlevy/the-art-of-command-line,jlevy,the-art-of-command-line,GraphQL,3,979,2026-06-26T15:48:26.827384+00:00,200,True,879.1581000000406,375,
github/spec-kit,github,spec-kit,GraphQL,4,980,2026-06-26T15:48:27.907881+00:00,200,True,836.2351000000672,418,
garrytan/gstack,garrytan,gstack,GraphQL,2,981,2026-06-26T15:48:29.039377+00:00,200,True,825.275000000147,498,
jlevy/the-art-of-command-line,jlevy,the-art-of-command-line,REST,2,982,2026-06-26T15:48:30.070222+00:00,200,True,778.5855000001902,5666,
public-apis/public-apis,public-apis,public-apis,GraphQL,4,983,2026-06-26T15:48:31.410399+00:00,200,True,870.0524000000769,393,
farion1231/cc-switch,farion1231,cc-switch,REST,4,984,2026-06-26T15:48:32.510402+00:00,200,True,814.1602000000603,5739,
farion1231/cc-switch,farion1231,cc-switch,REST,2,985,2026-06-26T15:48:33.749106+00:00,200,True,772.3906999999599,5739,
trimstray/the-book-of-secret-knowledge,trimstray,the-book-of-secret-knowledge,GraphQL,1,986,2026-06-26T15:48:35.050381+00:00,200,True,906.2491999998201,468,
vinta/awesome-python,vinta,awesome-python,REST,2,987,2026-06-26T15:48:36.148484+00:00,200,True,839.2872999997962,5456,
vinta/awesome-python,vinta,awesome-python,REST,5,988,2026-06-26T15:48:37.174876+00:00,200,True,820.4582000003029,5456,
Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,GraphQL,2,989,2026-06-26T15:48:38.271725+00:00,200,True,863.6304999999993,474,
rust-lang/rust,rust-lang,rust,REST,4,990,2026-06-26T15:48:39.325549+00:00,200,True,841.1372000000483,6242,
Snailclimb/JavaGuide,Snailclimb,JavaGuide,GraphQL,5,991,2026-06-26T15:48:40.571234+00:00,200,True,829.9596000001657,501,
AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,stable-diffusion-webui,GraphQL,1,992,2026-06-26T15:48:41.837708+00:00,200,True,805.5177999999614,428,
openclaw/openclaw,openclaw,openclaw,REST,2,993,2026-06-26T15:48:42.905942+00:00,200,True,825.8166000000529,6312,
trekhleb/javascript-algorithms,trekhleb,javascript-algorithms,REST,5,994,2026-06-26T15:48:43.909931+00:00,200,True,747.6618000000599,6025,
yangshun/tech-interview-handbook,yangshun,tech-interview-handbook,GraphQL,1,995,2026-06-26T15:48:45.197313+00:00,200,True,831.7064000002574,448,
microsoft/PowerToys,microsoft,PowerToys,GraphQL,1,996,2026-06-26T15:48:46.325568+00:00,200,True,884.8606999999902,460,
open-webui/open-webui,open-webui,open-webui,GraphQL,4,997,2026-06-26T15:48:47.841174+00:00,200,True,1084.9648999997044,414,
practical-tutorials/project-based-learning,practical-tutorials,project-based-learning,GraphQL,4,998,2026-06-26T15:48:49.188840+00:00,200,True,849.192099999982,409,
mattpocock/skills,mattpocock,skills,REST,4,999,2026-06-26T15:48:50.218330+00:00,200,True,809.1546999999082,5278,
anthropics/skills,anthropics,skills,REST,1,1000,2026-06-26T15:48:51.504690+00:00,200,True,816.2294999997357,6386,
